tot,y2,n,t,t1,t2,wy,ny,tt3,a,b,hold
-45066.300000001014,-25642.200000000652,911,-2.2619039187650776,-0.7245096806831336,-2.175395782932253,2,11,-55672.35000000091,877,897,20
-45700.200000000696,-31676.100000000395,903,-2.2522768033583977,-0.13850265972947018,-2.463160693343641,2,11,-56309.25000000064,877,898,21
-35784.90000000143,-22542.60000000045,916,-1.6100721338771897,0.6462603865906662,-2.1438433483463704,5,11,-48037.95000000129,877,899,22
-24863.550000000127,-12714.15000000048,1100,-0.9471226143140984,0.6925944086138333,-1.3872400286019608,4,11,-40096.50000000026,877,900,23
27140.399999999907,837.4499999998989,1190,0.9675336120294998,2.453708666564144,-0.13650006925915342,7,11,11031.449999999953,877,901,24
25844.249999999705,-5787.450000000608,1111,0.9853248150837811,2.5011717103437556,-0.30182623677531384,7,11,12774.749999999825,877,902,25
26279.549999999123,2376.2999999993863,1084,0.9576884916386553,1.8725468823164997,0.0388896121075245,7,11,10811.099999999162,877,903,26
27373.499999999225,-2775.6000000003987,1111,1.0209363602886812,2.1354163790115974,-0.1053572408593031,7,11,12439.049999999348,877,904,27
17399.699999999477,-4924.350000000439,1144,0.6282642742725106,1.5295082953353987,-0.14918955238221993,6,11,2861.6999999994878,877,905,28
-14307.000000000891,-26262.45000000074,1118,-0.518944124625718,0.7382566609793673,-1.033354402079037,5,11,-30630.000000000757,877,906,29
-16398.600000000184,-28783.05000000038,1090,-0.5804104864307156,1.1417042873599317,-1.329406660754807,6,11,-34224.000000000175,877,907,30
-18881.10000000054,-23385.150000000176,1106,-0.6586073891015104,1.2013162430048863,-1.4188404331050133,5,11,-37273.05000000051,877,908,31
-19154.550000000876,-23827.050000000963,1110,-0.632003768582931,1.1310448312401997,-1.3592437536019586,6,11,-38379.45000000094,877,909,32
-21700.65000000005,-26628.149999999503,1092,-0.7697802640753532,1.1662800575600114,-1.5240379819579828,4,11,-36689.10000000009,877,910,33
-18896.55000000012,-31598.100000000544,1097,-0.6674645079124725,1.5352276909686269,-1.6250581500718455,5,11,-33370.500000000175,877,911,34
-10570.200000001203,-19594.500000001306,1081,-0.3591965003944707,0.9011526552017127,-0.9125583824520351,7,11,-26775.000000001164,877,912,35
-23079.750000001346,-33159.45000000137,1053,-0.8059364625673722,0.8152920157914463,-1.3993966322580402,6,11,-37755.30000000133,877,913,36
-12667.949999999386,-25313.399999999736,1048,-0.44865715943215806,0.8143203692690631,-0.9955909592804599,6,11,-24263.39999999944,877,914,37
-8091.600000000455,-25070.700000000375,1076,-0.27848200951069696,0.7960585518215315,-0.7794205533077524,6,11,-22654.65000000043,877,915,38
-18081.899999999983,-18451.200000000234,1106,-0.5972227358734788,1.0440109493607723,-1.2725548179833253,6,11,-34125.44999999995,877,916,39
-3540.450000000408,-13402.200000000274,1107,-0.11290745640134792,1.0191125180005107,-0.6696757018993448,5,11,-23925.45000000042,877,917,40
-8902.499999999516,-26050.19999999991,1110,-0.2875156903171961,0.8468661399971931,-0.7982735839993337,5,11,-27340.04999999958,877,918,41
-10436.550000000147,-21865.350000000228,1092,-0.34395020028807166,0.738126107373868,-0.8224261331334664,5,11,-28453.050000000047,877,919,42
-17582.399999999598,-16470.74999999964,1065,-0.557061449549315,0.5366438896514804,-0.9296845035942393,5,11,-38271.899999999674,877,920,43
-34720.349999999606,-16585.199999999804,781,-2.076001396841089,-0.18136592375060148,-2.312725015996997,2,11,-44289.449999999575,878,896,18
-40379.09999999977,-22129.95000000017,836,-2.2369476068588554,-0.6542917023657526,-2.197121978377489,2,11,-50579.69999999966,878,897,19
