A,B,W,zin,H,n,mean,t,first,second,wy,ny,sum
GER40Cash,FRA40Cash,336,2.0,72,210,-0.1363772750647416,-2.0845712131980485,-0.13123874520195117,-0.1404617475197802,2,11,-28.639227763595734
GER40Cash,FRA40Cash,336,2.5,6,254,-0.07443641389288264,-3.545180484432059,-0.07964464804873662,-0.0690615162440413,0,11,-18.90684912879219
GER40Cash,FRA40Cash,336,2.5,24,169,-0.07597686192751608,-1.6131211171388953,-0.0617703150220556,-0.09001627298702994,3,11,-12.840089665750218
GER40Cash,FRA40Cash,336,2.5,72,120,-0.10584195466180343,-1.1624424785575829,-0.04011327177023329,-0.16531076299227168,5,11,-12.701034559416412
EU50Cash,FRA40Cash,24,1.5,6,2509,-0.06141510714644929,-17.25338962181055,-0.0628670360528217,-0.060176571040939576,0,11,-154.09050383044126
EU50Cash,FRA40Cash,24,1.5,24,1685,-0.07042874224436194,-11.10890889470539,-0.07542491407366735,-0.06608135188456676,0,11,-118.67243068174986
EU50Cash,FRA40Cash,24,1.5,72,1501,-0.0737832388241783,-10.086762267193324,-0.07742866383433543,-0.07050235631503689,0,11,-110.74864147509163
EU50Cash,FRA40Cash,24,2.0,6,1539,-0.05690336123724599,-12.237058438884995,-0.05568982686479308,-0.05786401708505505,0,11,-87.57427294412159
EU50Cash,FRA40Cash,24,2.0,24,1218,-0.07039178299011552,-9.238784318940867,-0.0739822334531775,-0.06736624455149898,0,11,-85.7371916819607
EU50Cash,FRA40Cash,24,2.0,72,1117,-0.07091316584516678,-8.156555020851727,-0.07625661483256659,-0.06640738625348151,0,11,-79.2100062490513
EU50Cash,FRA40Cash,24,2.5,6,689,-0.06310864058513381,-8.54303211466548,-0.06043320164747836,-0.06532279694733142,0,11,-43.48185336315719
EU50Cash,FRA40Cash,24,2.5,24,649,-0.06371768702021105,-5.603411308131592,-0.06993635343561379,-0.05859951494236553,1,11,-41.35277887611697
EU50Cash,FRA40Cash,24,2.5,72,622,-0.07102723438119601,-5.693736418203184,-0.07664665808768316,-0.06642653660980304,1,11,-44.17893978510392
EU50Cash,FRA40Cash,72,1.5,6,1570,-0.06030444790992145,-13.861382572091426,-0.06177575356008183,-0.05897920407975277,0,11,-94.67798321857667
EU50Cash,FRA40Cash,72,1.5,24,991,-0.0703730917143506,-7.395195202042678,-0.071297427205846,-0.06957559173202657,0,11,-69.73973388892145
EU50Cash,FRA40Cash,72,1.5,72,737,-0.09396485353630604,-7.178189410270989,-0.08294863789778999,-0.10350294403851486,0,11,-69.25209705625755
EU50Cash,FRA40Cash,72,2.0,6,1036,-0.06650299519137436,-11.367742591498889,-0.0666334307883101,-0.06638639005992725,0,11,-68.89710301826383
EU50Cash,FRA40Cash,72,2.0,24,674,-0.08092023133812647,-6.406448348350515,-0.07330016250727862,-0.08733274827774704,1,11,-54.540235921897235
EU50Cash,FRA40Cash,72,2.0,72,535,-0.1041043491665518,-6.2808479978810725,-0.09392002961609099,-0.11290473679203715,0,11,-55.69582680410521
EU50Cash,FRA40Cash,72,2.5,6,507,-0.07203562357090584,-8.402602902880643,-0.07372561007961748,-0.07062117834078852,0,11,-36.52206115044926
EU50Cash,FRA40Cash,72,2.5,24,377,-0.07845592641082758,-4.406650494638282,-0.06439949438989717,-0.0897548765520539,0,11,-29.577884256881994
EU50Cash,FRA40Cash,72,2.5,72,346,-0.13090891509830882,-5.961641766784311,-0.09687224332324225,-0.1582091622512268,1,11,-45.29448462401485
EU50Cash,FRA40Cash,168,1.5,6,1078,-0.06057008472745288,-10.885334209442597,-0.054428233453867256,-0.06570747650825448,0,11,-65.2945513361942
EU50Cash,FRA40Cash,168,1.5,24,682,-0.07476394466837334,-6.048840418663582,-0.0767314799979154,-0.07312433189375497,2,11,-50.98901026383062
EU50Cash,FRA40Cash,168,1.5,72,448,-0.10253396481463373,-4.6603131019516,-0.10659403511901049,-0.09931838913356733,1,11,-45.93521623695591
EU50Cash,FRA40Cash,168,2.0,6,673,-0.05604802835658083,-8.338996409132216,-0.05203834327228692,-0.0595342267770919,0,11,-37.7203230839789
EU50Cash,FRA40Cash,168,2.0,24,438,-0.08399343286176017,-4.834636132670748,-0.07664774302766088,-0.08999800090042225,0,11,-36.78912359345095
EU50Cash,FRA40Cash,168,2.0,72,301,-0.11009599729741058,-3.7790713536283103,-0.11945957114328941,-0.10268316800275652,1,11,-33.138895186520585
EU50Cash,FRA40Cash,168,2.5,6,360,-0.06982459755324223,-5.837234772501506,-0.07773761705219845,-0.06320349960513602,0,11,-25.1368551191672
EU50Cash,FRA40Cash,168,2.5,24,234,-0.0733711166321433,-2.762751347914173,-0.07284209115036762,-0.07380921585923876,2,11,-17.16884129192153
EU50Cash,FRA40Cash,168,2.5,72,182,-0.12171026797960037,-3.1274498420326924,-0.11581356133123218,-0.1265455674312623,1,11,-22.151268772287267
EU50Cash,FRA40Cash,336,1.5,6,747,-0.06901105804715565,-9.862956541013672,-0.06281527836503466,-0.07462203199397442,0,11,-51.551260361225275
EU50Cash,FRA40Cash,336,1.5,24,470,-0.07008811108505862,-4.415760624132405,-0.07583446004008815,-0.06536630496697232,1,11,-32.94141220997755
EU50Cash,FRA40Cash,336,1.5,72,305,-0.0715081644006877,-2.259552711131308,-0.07343585101937972,-0.06993618186044483,3,11,-21.80999014220975
EU50Cash,FRA40Cash,336,2.0,6,495,-0.061609407639896745,-6.962186366783111,-0.06396669257890124,-0.05935461335041419,0,11,-30.49665678174889
EU50Cash,FRA40Cash,336,2.0,24,320,-0.09021401305744406,-4.176704056365157,-0.08522844436858168,-0.09472476568070051,2,11,-28.868484178382097
EU50Cash,FRA40Cash,336,2.0,72,200,-0.10800337406277169,-2.678511691319752,-0.08906687176482135,-0.12446220316285939,2,11,-21.600674812554338
EU50Cash,FRA40Cash,336,2.5,6,238,-0.05941447779926523,-4.065840069875513,-0.05591285602498979,-0.06280034348182909,1,11,-14.140645716225125
EU50Cash,FRA40Cash,336,2.5,24,166,-0.1081996230693568,-3.290586182761531,-0.09909700148732542,-0.11626785583524826,1,11,-17.96113742951323
EU50Cash,FRA40Cash,336,2.5,72,114,-0.1717244624094327,-2.922010029494018,-0.21099460055727196,-0.13511670650890456,2,11,-19.576588714675328
UK100Cash,EU50Cash,24,1.5,6,2696,-0.044815470201940454,-6.054406691997139,-0.04795816133847015,-0.042698884303036214,0,11,-120.82250766443147
UK100Cash,EU50Cash,24,1.5,24,1816,-0.03905894667765064,-2.8453484721128834,-0.03068275594621027,-0.04449852558135624,1,11,-70.93104716661357
UK100Cash,EU50Cash,24,1.5,72,1590,-0.03446630007168786,-2.0959016721921557,-0.026954988813635904,-0.039382652601671925,3,11,-54.8014171139837
UK100Cash,EU50Cash,24,2.0,6,1757,-0.06251080887149149,-6.831278247053501,-0.07641731611110884,-0.05420483136564732,0,11,-109.83149118721055
UK100Cash,EU50Cash,24,2.0,24,1395,-0.059101365255669655,-3.660300347706831,-0.04627333693976672,-0.06688981101889645,1,11,-82.44640453165917
UK100Cash,EU50Cash,24,2.0,72,1260,-0.07195967664495144,-3.728185490409278,-0.05357277342473975,-0.08319873001996576,1,11,-90.66919257263882
UK100Cash,EU50Cash,24,2.5,6,862,-0.0499204665257534,-3.685759802586465,-0.06814788951868328,-0.03983791002335795,1,11,-43.031442145199435
UK100Cash,EU50Cash,24,2.5,24,807,-0.07631605650687641,-3.5609259796712136,-0.05501268710020345,-0.08845980599355965,2,11,-61.58705760104926
UK100Cash,EU50Cash,24,2.5,72,765,-0.07940410717545289,-3.122426051615914,-0.05643525959732381,-0.0924417522146778,3,11,-60.74414198922146
UK100Cash,EU50Cash,72,1.5,6,1683,-0.04906061113802014,-5.082970666044395,-0.03413428253441381,-0.0587145281702939,1,11,-82.5690085452879
UK100Cash,EU50Cash,72,1.5,24,1108,-0.07677952698797853,-3.5575539450107736,-0.05462816847439134,-0.09126056434462207,2,11,-85.07171590268021
UK100Cash,EU50Cash,72,1.5,72,814,-0.09162278307804751,-2.8242646080828417,-0.04549226222387346,-0.12089435855981255,2,11,-74.58094542553067
UK100Cash,EU50Cash,72,2.0,6,1111,-0.04746688309949482,-3.9447709997880387,-0.035675789026393394,-0.05531582728009007,1,11,-52.73570712353874
UK100Cash,EU50Cash,72,2.0,24,742,-0.05783771447695975,-2.0974611120640425,-0.04271830245531956,-0.06781584992748292,2,11,-42.915584141904134
UK100Cash,EU50Cash,72,2.0,72,595,-0.05437757410881019,-1.3566022407094396,0.007836600040215412,-0.0941398011131461,3,11,-32.35465659474206
UK100Cash,EU50Cash,72,2.5,6,565,-0.04061686129439341,-2.231357139878704,-0.0603738204206297,-0.027445555210235888,2,11,-22.948526631332278
UK100Cash,EU50Cash,72,2.5,24,443,-0.0794062019247232,-2.0605547931851866,-0.041760613601325096,-0.10240423406410826,3,11,-35.17694745265238
UK100Cash,EU50Cash,72,2.5,72,404,-0.09795776005781658,-1.8832802492780285,-0.04564131992853103,-0.12918219665671823,3,11,-39.5749350633579
UK100Cash,EU50Cash,168,1.5,6,1052,-0.03429808741123862,-2.48887218367626,-0.023223656993603795,-0.04087562790171263,2,11,-36.081587956623025
UK100Cash,EU50Cash,168,1.5,24,704,-0.06413024812899834,-2.1354873180702687,-0.033423227431836976,-0.08255446054729514,4,11,-45.14769468281483
UK100Cash,EU50Cash,168,1.5,72,476,-0.07008882366380387,-1.3502659820585672,-0.07502874473296767,-0.0670848176082313,5,11,-33.362280063970644
UK100Cash,EU50Cash,168,2.0,6,748,-0.048636984828325576,-3.201088227346049,-0.044901773145798206,-0.05106940744718997,1,11,-36.38046465158753
UK100Cash,EU50Cash,168,2.0,24,496,-0.04772783730827678,-1.369470776115956,0.026953358536223947,-0.09370420869137326,5,11,-23.673007304905283
UK100Cash,EU50Cash,168,2.0,72,331,-0.029999609757238074,-0.4641073134821034,0.07026862362047734,-0.09084198437963822,6,11,-9.929870829645802
UK100Cash,EU50Cash,168,2.5,6,385,-0.02097610782219539,-1.0385921266354365,-0.004361304365242849,-0.031351596900798646,4,11,-8.075801511545224
UK100Cash,EU50Cash,168,2.5,24,259,-0.025227484127459284,-0.4681032599114206,0.145127565525848,-0.1255592925122292,5,11,-6.533918389011955
UK100Cash,EU50Cash,168,2.5,72,208,-0.016731323295662907,-0.191669940152626,0.14064372049811497,-0.11115634957192966,5,11,-3.4801152454978848
UK100Cash,EU50Cash,336,1.5,6,757,-0.05911847887348046,-4.360709035252074,-0.0584856480900216,-0.05944567394789404,1,11,-44.752688507224704
UK100Cash,EU50Cash,336,1.5,24,500,-0.09503124967549509,-2.7454198749972076,-0.06638845663632126,-0.1093956533918375,3,11,-47.515624837747545
UK100Cash,EU50Cash,336,1.5,72,327,-0.050356401488890555,-0.7423228709931813,-0.02461581030082619,-0.0634046274367573,5,11,-16.46654328686721
UK100Cash,EU50Cash,336,2.0,6,538,-0.041968086764452774,-2.0692595750546254,0.012097589818259959,-0.07100907875745276,3,11,-22.578830679275594
UK100Cash,EU50Cash,336,2.0,24,348,-0.09610724143561435,-2.0776058857311543,0.02068499485037709,-0.15995366393862304,4,11,-33.445320019593794
UK100Cash,EU50Cash,336,2.0,72,228,-0.0899937123351706,-1.028787037044412,-0.03135262910810638,-0.12108529337502347,5,11,-20.5185664124189
UK100Cash,EU50Cash,336,2.5,6,254,-0.08297628608691711,-2.879801522905542,-0.06986599371107544,-0.09080947964480995,2,11,-21.075976666076947
UK100Cash,EU50Cash,336,2.5,24,183,-0.07889754777378533,-1.1734011369148192,0.11161480785182089,-0.18636605607540935,5,11,-14.438251242602714
UK100Cash,EU50Cash,336,2.5,72,127,-0.1576310565020038,-1.2270445108929882,-0.14391743453306527,-0.16568780940875516,3,11,-20.01914417575448
JP225Cash,HK50Cash,24,1.5,6,2430,-0.050520593216536826,-3.0972238928372713,-0.0588420811616481,-0.044336187541403914,2,11,-122.76504151618448
JP225Cash,HK50Cash,24,1.5,24,1611,-0.03344682524225118,-0.9898548490959532,-0.0345058655427674,-0.03266935970408963,6,11,-53.882835465266645
JP225Cash,HK50Cash,24,1.5,72,1386,-0.02834460026982782,-0.6983842195933649,-0.002213301091764991,-0.04720458141573403,6,11,-39.28561597398136
JP225Cash,HK50Cash,24,2.0,6,1523,-0.060713042333493096,-2.9140446274417298,-0.05932557838562953,-0.06173780166484893,2,11,-92.46596347390998
JP225Cash,HK50Cash,24,2.0,24,1202,-0.0042570421380048115,-0.10520966124265924,0.0131859551793613,-0.017377430790717525,7,11,-5.116964649881783
JP225Cash,HK50Cash,24,2.0,72,1085,0.01381557848785749,0.29890365768310545,0.026331083529220166,0.004569348000568714,8,11,14.989902659325377
JP225Cash,HK50Cash,24,2.5,6,786,-0.08737522569622452,-3.1332868782864267,-0.04362744592442926,-0.12285729592588333,2,11,-68.67692739723248
JP225Cash,HK50Cash,24,2.5,24,739,0.03970837071510816,0.784263041567704,0.09106055477572489,-0.0017249318276877552,8,11,29.34448595846493
JP225Cash,HK50Cash,24,2.5,72,689,0.07099147503535119,1.249216495518925,0.0930978116672177,0.053740535338132396,8,11,48.913126299356975
JP225Cash,HK50Cash,72,1.5,6,1495,-0.05773360385846742,-2.6560864861749622,-0.05880008167197162,-0.056971659273819336,1,11,-86.31173776840879
JP225Cash,HK50Cash,72,1.5,24,966,-0.05758600289154072,-1.138436627028331,0.01827603676455361,-0.11142791068285722,4,11,-55.62807879322833
JP225Cash,HK50Cash,72,1.5,72,687,-0.03418361250601785,-0.4156746347256488,0.049207109453336555,-0.09086483672288956,4,11,-23.48414179163426
JP225Cash,HK50Cash,72,2.0,6,1001,-0.06404005430987383,-2.4714388623842702,-0.06114472322986822,-0.06633867737159875,1,11,-64.10409436418371
JP225Cash,HK50Cash,72,2.0,24,659,0.029031031009539687,0.47292768932441687,0.029601044728850976,0.02859934061944794,6,11,19.131449435286655
JP225Cash,HK50Cash,72,2.0,72,515,0.04671151222015877,0.4780754804257513,0.08316484309095408,0.01974097350156361,7,11,24.056428793381766
JP225Cash,HK50Cash,72,2.5,6,517,-0.04880768325266108,-1.3041332995137969,-0.02800699729674108,-0.06534711757177802,2,11,-25.233572241625776
JP225Cash,HK50Cash,72,2.5,24,398,-0.08870452199406087,-1.0370476431911657,-0.03955500668412042,-0.12611034780516603,5,11,-35.304399753636226
JP225Cash,HK50Cash,72,2.5,72,350,0.019224179750388662,0.152531572265701,0.08481529322689518,-0.02883267566804189,5,11,6.728462912636032
JP225Cash,HK50Cash,168,1.5,6,983,-0.06237789398293611,-2.487859457913794,-0.022165276281939737,-0.09338870547127208,2,11,-61.317469785226194
JP225Cash,HK50Cash,168,1.5,24,643,-0.051360406363622074,-0.8327763553380149,0.04077381733030193,-0.118479692979357,5,11,-33.02474129180899
JP225Cash,HK50Cash,168,1.5,72,437,-0.008503142870753853,-0.07159699935641313,0.026444835140579246,-0.033682197894667046,5,11,-3.715873434519434
JP225Cash,HK50Cash,168,2.0,6,685,-0.09150494838940056,-3.0751947770173795,-0.10487071838946153,-0.08169210459188743,2,11,-62.68088964673938
JP225Cash,HK50Cash,168,2.0,24,449,-0.08592836486204923,-1.1949203388529623,-0.07946029790176484,-0.09067327884835825,2,11,-38.5818358230601
JP225Cash,HK50Cash,168,2.0,72,303,0.12156987014734551,0.8432407187231635,0.026392004692421214,0.19603255312090384,6,11,36.83567065464569
JP225Cash,HK50Cash,168,2.5,6,301,-0.020413600563806582,-0.4177136710113868,-0.025697955316794197,-0.016861339868742716,5,11,-6.144493769705781
JP225Cash,HK50Cash,168,2.5,24,219,0.06511706992107968,0.5384699338027691,-0.056432445630446124,0.15153117863349258,6,11,14.26063831271645
JP225Cash,HK50Cash,168,2.5,72,170,0.1027133277142512,0.4883068327600232,0.253025417590446,-0.002505135199085107,5,11,17.461265711422705
JP225Cash,HK50Cash,336,1.5,6,675,-0.03142337729008063,-1.0808112206183729,-0.04765233800504768,-0.020604070146769248,4,11,-21.210779670804424
JP225Cash,HK50Cash,336,1.5,24,441,-0.04379614310864556,-0.5692664446109191,-0.012234649911666774,-0.06639269854928409,5,11,-19.314099110912693
JP225Cash,HK50Cash,336,1.5,72,285,-0.028508497005496538,-0.1779467505811812,0.03115375998058217,-0.07066506182200724,5,11,-8.124921646566513
JP225Cash,HK50Cash,336,2.0,6,475,-0.014033692462288552,-0.3877722792583954,0.03458209870058629,-0.0525594137611705,6,11,-6.666003919587062
JP225Cash,HK50Cash,336,2.0,24,307,0.019283749026797515,0.17291712630957543,0.061649047531151795,-0.012249512928147991,6,11,5.920110951226837
JP225Cash,HK50Cash,336,2.0,72,209,-0.07835296073276275,-0.38706625961582725,0.013013493310544366,-0.1474536402613143,4,11,-16.375768793147415
JP225Cash,HK50Cash,336,2.5,6,237,0.030569249489771202,0.5917623794954783,0.04818510893267176,0.017259489021801876,6,11,7.244912129075775
JP225Cash,HK50Cash,336,2.5,24,159,0.12375280954973368,0.8336163574066349,-0.03365792552575696,0.2383888883547106,8,11,19.676696718407655
JP225Cash,HK50Cash,336,2.5,72,114,0.1186920333627388,0.4211103025869992,-0.07124930169822323,0.24718176002162492,7,11,13.530891803352223
JP225Cash,US500Cash,24,1.5,6,3797,-0.03155734059231219,-4.143848217276941,-0.02333451144047654,-0.038259024963191626,2,11,-119.82322222900939
JP225Cash,US500Cash,24,1.5,24,2550,-0.03953147104850642,-2.8440558437824364,-0.040958455010145896,-0.0383630134251383,0,11,-100.80525117369137
JP225Cash,US500Cash,24,1.5,72,2257,-0.0442508802063629,-2.6705740634972712,-0.048146579673879905,-0.04105005530084851,2,11,-99.87423662576106
JP225Cash,US500Cash,24,2.0,6,2497,-0.02926540297337183,-3.211552653426486,-0.027472441607205102,-0.03071901487139533,3,11,-73.07571122450946
JP225Cash,US500Cash,24,2.0,24,1963,-0.036748218610635236,-2.309993940828573,-0.048811917797146595,-0.026823949827674175,2,11,-72.13675313267697
JP225Cash,US500Cash,24,2.0,72,1785,-0.034584337647255166,-1.8609765953210224,-0.049491689522488065,-0.022255637222292842,1,11,-61.733042700350474
JP225Cash,US500Cash,24,2.5,6,1322,-0.04397972305628827,-3.4534609770821048,-0.027462726460471227,-0.05685097612355352,2,11,-58.1411938804131
JP225Cash,US500Cash,24,2.5,24,1209,-0.0689669614066298,-3.2885556269255716,-0.08933552397736204,-0.05290713322586016,2,11,-83.38105634061543
JP225Cash,US500Cash,24,2.5,72,1151,-0.06193372258328174,-2.590132354620854,-0.09562223438784556,-0.034845624533530566,2,11,-71.28571469335728
JP225Cash,US500Cash,72,1.5,6,2374,-0.03138513551366902,-3.16381090194077,-0.017316681566460223,-0.04338889832732963,2,11,-74.50831170945025
JP225Cash,US500Cash,72,1.5,24,1498,-0.04900392575755489,-2.2038705157969,-0.039532309709921984,-0.05704895272147024,3,11,-73.40788078481722
JP225Cash,US500Cash,72,1.5,72,1087,-0.04245653032550645,-1.168827806306214,-0.017142438125738017,-0.06346637452497754,4,11,-46.150248463825505
JP225Cash,US500Cash,72,2.0,6,1580,-0.03592393639044534,-2.806777407650761,-0.019869875875030713,-0.04899205224053601,1,11,-56.75981949690364
JP225Cash,US500Cash,72,2.0,24,1061,-0.04267328976713297,-1.5216172471292686,-0.042304028274694344,-0.04297146684961322,3,11,-45.27636044292808
JP225Cash,US500Cash,72,2.0,72,819,-0.025516711283694104,-0.6003994420472926,-0.0003643185859112518,-0.04614167329587605,3,11,-20.89818654134547
JP225Cash,US500Cash,72,2.5,6,820,-0.056954439578152605,-3.1695091753809908,-0.019922565681513803,-0.08607972601973564,1,11,-46.702640454085135
JP225Cash,US500Cash,72,2.5,24,635,-0.0716351460222254,-1.8314488569964944,-0.053891784939027625,-0.08562990969347999,2,11,-45.48831772411313
JP225Cash,US500Cash,72,2.5,72,564,-0.023270773288531152,-0.4766530309848903,-0.03680753976636771,-0.01257028169176509,4,11,-13.12471613473157
JP225Cash,US500Cash,168,1.5,6,1555,-0.04366369731342558,-3.379042445118492,-0.039094613587079476,-0.04760350603554436,3,11,-67.89704932237677
JP225Cash,US500Cash,168,1.5,24,991,-0.07716306554337057,-2.537725476168254,-0.07505945139896703,-0.07897067394512822,1,11,-76.46859795348024
JP225Cash,US500Cash,168,1.5,72,677,-0.10865540907236985,-2.108167450012796,-0.07423966383605542,-0.13637155590268174,1,11,-73.5597119419944
JP225Cash,US500Cash,168,2.0,6,1071,-0.06910265414544328,-4.399141933069729,-0.07331476540154296,-0.06540043004139781,0,11,-74.00894258976976
JP225Cash,US500Cash,168,2.0,24,692,-0.08907821745219023,-2.439012595803945,-0.10728166329347184,-0.07360042125559246,1,11,-61.642126476915635
JP225Cash,US500Cash,168,2.0,72,486,-0.16601384218052478,-2.558046185443193,-0.1272198461957995,-0.19836657090740892,1,11,-80.68272729973505
JP225Cash,US500Cash,168,2.5,6,548,-0.07837076421901089,-3.2863177389361087,-0.053943985201703154,-0.09630434881399631,2,11,-42.947178792017965
JP225Cash,US500Cash,168,2.5,24,384,-0.10737857463768911,-2.148641413141225,-0.08514077351270716,-0.12449245845276737,3,11,-41.23337266087262
JP225Cash,US500Cash,168,2.5,72,304,-0.135456564791216,-1.5784472170809458,-0.008413127563924238,-0.22538618889592818,2,11,-41.17879569652967
JP225Cash,US500Cash,336,1.5,6,1074,-0.042446740665535325,-2.8854758418175264,-0.043906131990494146,-0.0413324270922909,4,11,-45.58779947478494
JP225Cash,US500Cash,336,1.5,24,697,-0.0769063640489215,-2.168244440843622,-0.11671527553670837,-0.04629189658496355,4,11,-53.60373574209828
JP225Cash,US500Cash,336,1.5,72,472,-0.03982543729682061,-0.5764318395742103,-0.07212446984861735,-0.01326291245692599,4,11,-18.797606404099326
JP225Cash,US500Cash,336,2.0,6,705,-0.03850580095777041,-1.9220346236236845,-0.03365329007527547,-0.04218451244973665,2,11,-27.146589675228142
JP225Cash,US500Cash,336,2.0,24,477,-0.0640638027459013,-1.4132495745607114,-0.10405750091337064,-0.03313930750860159,3,11,-30.55843390979492
JP225Cash,US500Cash,336,2.0,72,320,-0.15513289596243512,-1.7962439330130175,-0.14539708935409665,-0.16289966303200853,4,11,-49.64252670797924
JP225Cash,US500Cash,336,2.5,6,388,-0.0476965107355663,-1.628991546538107,-0.10615747809065348,-0.003982454064645242,5,11,-18.506246165399723
JP225Cash,US500Cash,336,2.5,24,258,-0.07486050363237898,-1.1317935503737642,-0.0938821403300021,-0.05980170791342738,4,11,-19.314009937153777
JP225Cash,US500Cash,336,2.5,72,191,-0.19460686433773258,-1.4950150642980262,-0.3216213858700865,-0.09489452967681927,4,11,-37.16991108850692
GOLD.,SILVER.,24,1.5,6,3857,-0.023152665912144627,-2.0948434211769795,-0.02652178144762987,-0.020363165987740496,2,11,-89.29983242314182
GOLD.,SILVER.,24,1.5,24,2654,-0.013563256511626456,-0.6361478760720056,-0.008767593147665887,-0.017600133444648086,3,11,-35.99688278185661
GOLD.,SILVER.,24,1.5,72,2365,-0.02022478339086376,-0.8014002178341232,-0.017461034602465793,-0.022615818423097657,4,11,-47.831612719392794
GOLD.,SILVER.,24,2.0,6,2550,-0.03244036258602247,-2.3670153016851088,-0.016012104569693476,-0.04619370251035553,2,11,-82.7229245943573
GOLD.,SILVER.,24,2.0,24,1992,-0.021710626168528358,-0.8646237570136394,0.007617267402758271,-0.046880087069259405,4,11,-43.24756732770849
GOLD.,SILVER.,24,2.0,72,1821,-0.024327285141757502,-0.8042791893237801,0.007896288607681462,-0.052349222478281936,5,11,-44.29998624314041
GOLD.,SILVER.,24,2.5,6,1404,-0.001928193913201612,-0.11365287246121825,0.004813976150150304,-0.008012591287446027,6,11,-2.707184254135063
GOLD.,SILVER.,24,2.5,24,1261,0.005517986843383376,0.16944805186014805,0.045060186069226724,-0.029696505420711023,6,11,6.958181409506437
GOLD.,SILVER.,24,2.5,72,1193,0.0009728869810241126,0.02400281475147104,0.053633846524425315,-0.04624616100383801,5,11,1.1606541683617664
GOLD.,SILVER.,72,1.5,6,2325,-0.03053216490871206,-2.1863270365805043,-0.028448700758928747,-0.03231775359299122,4,11,-70.98728341275554
GOLD.,SILVER.,72,1.5,24,1508,-0.01389003307075237,-0.4086789777375069,-0.020899579219414505,-0.00814880045924264,5,11,-20.946169870694575
GOLD.,SILVER.,72,1.5,72,1116,-0.013275329279774175,-0.2492028324677373,-0.0002226204353565177,-0.024141870140397727,5,11,-14.81526747622798
GOLD.,SILVER.,72,2.0,6,1559,-0.02329072916273313,-1.182328539815457,-0.013916651145323025,-0.03121154774785836,3,11,-36.31024676470095
GOLD.,SILVER.,72,2.0,24,1043,0.020585028389128554,0.4893811162217912,0.013821664106893639,0.026068519916565527,6,11,21.470184609861082
GOLD.,SILVER.,72,2.0,72,846,0.03031708497173756,0.46454835497520885,0.05755067903293606,0.008841121790285013,6,11,25.648253886089975
GOLD.,SILVER.,72,2.5,6,906,-0.019138582232521777,-0.6465814968797633,-0.005768261797606203,-0.030847993296640404,4,11,-17.33955550266473
GOLD.,SILVER.,72,2.5,24,672,0.05733228934073866,1.0832548847053904,0.05476404474867845,0.05946666154939902,7,11,38.52729843697638
GOLD.,SILVER.,72,2.5,72,600,0.06614810970409843,0.794853671413688,0.10906527018184047,0.0321987141023025,6,11,39.68886582245906
GOLD.,SILVER.,168,1.5,6,1457,-0.038183762159781386,-2.2451144662300706,-0.027606102350041926,-0.047884589643187175,2,11,-55.63374146680148
GOLD.,SILVER.,168,1.5,24,948,-0.004159310850815949,-0.10554235430692624,0.010976153562760188,-0.017324478121796386,4,11,-3.9430266865735195
GOLD.,SILVER.,168,1.5,72,652,0.018813167817470847,0.23645119612534152,0.10940802674407234,-0.057922987477299286,5,11,12.266185416990993
GOLD.,SILVER.,168,2.0,6,1017,-0.034645980504361434,-1.4735400066862927,-0.038245179089538346,-0.03181216509810616,4,11,-35.23496217293558
GOLD.,SILVER.,168,2.0,24,669,0.017069524208310264,0.33006653792383917,0.0008184627399474327,0.03020213874625755,6,11,11.419511695359567
GOLD.,SILVER.,168,2.0,72,474,0.07984962095282415,0.7337447997162648,0.1439915773978837,0.02614937834765801,5,11,37.848720331638646
GOLD.,SILVER.,168,2.5,6,633,0.0018048913641259873,0.049649378620420494,0.036123808691386906,-0.02739629267749077,5,11,1.14249623349175
GOLD.,SILVER.,168,2.5,24,431,0.08103435195682267,1.1737078488921713,0.10539690600913829,0.06090427551529067,6,11,34.92580569339057
GOLD.,SILVER.,168,2.5,72,321,0.22106872785828488,1.6087930201115006,0.37131930256054757,0.10036180548511868,7,11,70.96306164250944
GOLD.,SILVER.,336,1.5,6,937,-0.021936274153608167,-0.9923988758972152,0.0021146249305788144,-0.0393112802934712,4,11,-20.55428888193085
GOLD.,SILVER.,336,1.5,24,656,-0.028412542136822764,-0.6096979843373961,-0.020963175408397386,-0.033722404060739584,2,11,-18.638627641755733
GOLD.,SILVER.,336,1.5,72,438,0.06168463271981979,0.5499372133248366,0.3041667390795592,-0.11562441738512796,6,11,27.017869131281067
GOLD.,SILVER.,336,2.0,6,693,-0.049533020284541776,-1.7787986412984271,-0.011193107167514852,-0.08204526660778062,2,11,-34.32638305718745
GOLD.,SILVER.,336,2.0,24,457,0.047015562197193196,0.6869539453814927,0.17845131071034598,-0.06375085489655247,5,11,21.486111924117292
GOLD.,SILVER.,336,2.0,72,304,0.21093268191325867,1.5662931898312529,0.40142738913104203,0.05672268083219591,8,11,64.12353530163064
GOLD.,SILVER.,336,2.5,6,431,-0.08046055488664083,-1.773577838269355,-0.055593812243478445,-0.1026006810119126,5,11,-34.6784991561422
GOLD.,SILVER.,336,2.5,24,291,0.10844739302910508,1.1037410663887555,0.1358025075374296,0.0837741524921849,6,11,31.55819137146958
GOLD.,SILVER.,336,2.5,72,200,0.06241433019445133,0.3107948277106962,0.3462105813016347,-0.18424970114169867,8,11,12.482866038890265
