entry,y,ticker,pnl,yen
2023-10-02,2023,2502.T,-3.519646418368995,-32790.785856734736
2023-10-03,2023,8031.T,-3.332709230481183,-26949.953192286088
2023-10-03,2023,8628.T,-4.176904176904177,-40950.36855036855
2023-10-05,2023,9434.T,1.3165769000598546,12964.464392579395
2023-10-05,2023,4507.T,3.8192323953586786,32468.058439423203
2023-10-05,2023,4021.T,1.8199233716475096,11379.980842911878
2023-10-06,2023,2914.T,3.7939543491671808,36865.85441085749
2023-10-12,2023,4530.T,-3.0,-15228.0
2023-10-16,2023,2587.T,-1.5436241610738255,-13688.859060402685
2023-10-16,2023,3543.T,-3.0,-24957.0
2023-10-17,2023,8227.T,0.03713943795649058,357.40023934290014
2023-10-17,2023,9843.T,0.4464285714285714,4174.553571428572
2023-10-19,2023,6370.T,-3.0,-27006.0
2023-10-20,2023,3288.T,4.012738853503184,38121.01910828025
2023-10-20,2023,5333.T,-3.0,-27120.0
2023-10-23,2023,9041.T,-0.43373493975903615,-3594.7951807228915
2023-10-26,2023,4021.T,-1.1977030352748155,-7405.397867104184
2023-10-26,2023,6471.T,-0.4970178926441352,-4847.117296222664
2023-10-27,2023,6383.T,-1.1818910256410255,-11724.358974358973
2023-10-31,2023,7532.T,3.5751840168243914,34442.9652996845
2023-10-31,2023,4996.T,5.0,47385.0
2023-11-06,2023,3626.T,-3.0,-27468.0
2023-11-06,2023,2229.T,-3.0,-24147.0
2023-11-07,2023,4528.T,1.7624521072796935,13752.41379310345
2023-11-08,2023,9468.T,-3.0,-25177.5
2023-11-09,2023,7951.T,-1.5780590717299616,-15023.122362869235
2023-11-10,2023,8316.T,3.335788242429493,30799.999999999996
2023-11-10,2023,8309.T,1.9658276685651295,16185.642109130993
2023-11-14,2023,3591.T,-1.6227801592161666,-15953.551745254135
2023-11-15,2023,8593.T,0.14705882352940938,1395.4411764705656
2023-11-15,2023,9076.T,2.6848913839394677,21822.797168659992
2023-11-20,2023,8252.T,-3.0,-27132.0
2023-11-22,2023,8725.T,1.6095909418882166,14532.191818837766
2023-11-22,2023,7272.T,3.4019769357495844,33230.51070840194
2023-11-29,2023,2503.T,0.3833253473885961,3219.932918064207
2023-11-30,2023,9008.T,1.4821898159215845,13793.258426966268
2023-12-01,2023,2502.T,-0.23497267759562593,-2136.254098360633
2023-12-04,2023,5333.T,-3.0,-26850.0
2023-12-05,2023,2809.T,1.1667672500502917,11597.666465499899
2023-12-06,2023,5021.T,3.851851851851852,31257.77777777778
2023-12-06,2023,8088.T,-3.219076005961252,-27093.35320417288
2023-12-08,2023,1802.T,0.5282405526208858,5231.694433157252
2023-12-08,2023,7550.T,0.4401650618982118,3208.803301237964
2023-12-11,2023,4967.T,0.7283763277693476,4781.062215477998
2023-12-13,2023,5901.T,-3.0,-27228.0
2023-12-13,2023,4042.T,-3.0,-27427.5
2023-12-14,2023,3197.T,-3.0,-25878.0
2023-12-15,2023,8473.T,0.6314390162844798,5724.626121635095
2023-12-15,2023,8616.T,-3.0,-29469.0
