A,B,W,zin,H,n,mean,t,first,second,sum
GOLD.,SILVER.,336,1.5,6,937,-0.10218502083864475,-4.627359126189786,-0.12692320655427677,-0.08431350064334436,-95.74736452581013
GOLD.,SILVER.,336,1.5,24,656,-0.14080024405772076,-3.0244755858392067,-0.15006356129026951,-0.13419740958125648,-92.36496010186482
GOLD.,SILVER.,336,1.5,72,438,-0.3321887650904363,-2.9373868239766767,-0.5732886826566926,-0.15589040639574306,-145.49867910961112
GOLD.,SILVER.,336,2.0,6,693,-0.07306550193539806,-2.630687622819928,-0.11116905327698615,-0.040753690397731336,-50.63439284123085
GOLD.,SILVER.,336,2.0,24,457,-0.21492553455693772,-3.134109297521271,-0.3456973749225445,-0.10471862070043846,-98.22096929252054
GOLD.,SILVER.,336,2.0,72,304,-0.48832590833063844,-3.602774723120732,-0.6773922578181296,-0.3352721968407648,-148.4510761325141
GOLD.,SILVER.,336,2.5,6,431,-0.04343652306325915,-0.9561349763141455,-0.06921259439451984,-0.020486775342882308,-18.721141440264695
GOLD.,SILVER.,336,2.5,24,291,-0.2774844739889142,-2.819469502450737,-0.3078701506865638,-0.250077785202799,-80.74798193077403
GOLD.,SILVER.,336,2.5,72,200,-0.346435780010805,-1.7186964457319913,-0.6308422989251002,-0.0992413289918382,-69.287156002161
OILCash,BRENTCash,24,1.5,6,3132,-0.05486320930279294,-5.508930403424551,-0.07218200667107989,-0.04484205034170754,-171.8315715363475
OILCash,BRENTCash,24,1.5,24,2208,-0.053876212751889724,-3.430815838460244,-0.06997739837337845,-0.04483495293331684,-118.9586777561725
OILCash,BRENTCash,24,1.5,72,1967,-0.05370292890045546,-3.1198336858051863,-0.07182076246788953,-0.043781597537013967,-105.63366114719588
OILCash,BRENTCash,24,2.0,6,2010,-0.06229952770366541,-4.341332115243081,-0.09881770320065894,-0.04222438573808608,-125.22205068436747
OILCash,BRENTCash,24,2.0,24,1618,-0.07146967561965237,-3.5970319289881996,-0.11794071605150654,-0.046194395995456876,-115.63793515259754
OILCash,BRENTCash,24,2.0,72,1476,-0.06412847383436811,-3.1038585715777067,-0.10640278245300244,-0.04140603295185213,-94.65362737952732
OILCash,BRENTCash,24,2.5,6,1086,-0.06314642906316022,-2.919519337585459,-0.07874731130510856,-0.05501823831525434,-68.577021962592
OILCash,BRENTCash,24,2.5,24,1006,-0.06048362015158587,-2.5640009173622795,-0.11107866381675588,-0.033842527356723946,-60.84652187249539
OILCash,BRENTCash,24,2.5,72,956,-0.06052292052928382,-2.3249656126097666,-0.12560691654089642,-0.02653000541493837,-57.85991202599533
OILCash,BRENTCash,72,1.5,6,2041,-0.05917068116321913,-4.627755254173633,-0.08938495432226586,-0.04198500696053305,-120.76736025413024
OILCash,BRENTCash,72,1.5,24,1271,-0.06915673964378603,-2.927316064930258,-0.10196064520141708,-0.050550332052527985,-87.89821608725205
OILCash,BRENTCash,72,1.5,72,954,-0.06596105771838784,-1.7998363417472958,-0.10969833899089879,-0.0415196358308082,-62.926849063342
OILCash,BRENTCash,72,2.0,6,1282,-0.06488371240624095,-3.412891994716389,-0.07991121786292843,-0.056156270889471754,-83.1809193048009
OILCash,BRENTCash,72,2.0,24,840,-0.06603815003561907,-1.9274427402161747,-0.05522766264350974,-0.07229685326262972,-55.472046029920016
OILCash,BRENTCash,72,2.0,72,694,-0.08267064672875835,-1.8380749635719809,-0.11573711020704935,-0.06370054409835559,-57.373428829758296
OILCash,BRENTCash,72,2.5,6,661,-0.0951637178532335,-2.773069604368029,-0.13484141205258632,-0.07283915232262837,-62.903217500987346
OILCash,BRENTCash,72,2.5,24,529,-0.12057795157525486,-2.5278671985878662,-0.19298543101310106,-0.07932502560473119,-63.78573638330982
OILCash,BRENTCash,72,2.5,72,475,-0.10444086507856513,-1.7849461047772357,-0.18593680345120878,-0.057330256185409,-49.60941091231844
OILCash,BRENTCash,168,1.5,6,1325,-0.06889221187480171,-4.482127394280892,-0.09170874666164477,-0.0562668843022461,-91.28218073411226
OILCash,BRENTCash,168,1.5,24,832,-0.06484049892362732,-1.8472963537315976,-0.051067161557521196,-0.07272957495752175,-53.947295104457936
OILCash,BRENTCash,168,1.5,72,561,-0.0756811423318662,-1.19776728415614,-0.07031402990326108,-0.07877175482586628,-42.457120848176935
OILCash,BRENTCash,168,2.0,6,938,-0.06569676769982358,-3.1262931112096566,-0.09513504289854724,-0.05059778138822016,-61.62356810243451
OILCash,BRENTCash,168,2.0,24,570,-0.1153458804569036,-2.8379549998608784,-0.18544544667048704,-0.07945936512740334,-65.74715186043505
OILCash,BRENTCash,168,2.0,72,393,-0.12794687718286782,-1.7630009821280062,-0.20164362592985197,-0.09024815570844899,-50.28312273286705
OILCash,BRENTCash,168,2.5,6,476,-0.07756373721841561,-1.6004720214452588,-0.11333401740790486,-0.058231579316652786,-36.92033891596583
OILCash,BRENTCash,168,2.5,24,316,-0.08564951625565408,-1.233658315848584,-0.1150479607261352,-0.06995131775199914,-27.065247136786688
OILCash,BRENTCash,168,2.5,72,244,-0.13711745537832232,-1.23494594561183,-0.18517359118827179,-0.1114270683101104,-33.456659112310646
OILCash,BRENTCash,336,1.5,6,971,-0.07349426328432916,-3.7529390014482322,-0.11003733849840339,-0.05424594536496615,-71.36292964908361
OILCash,BRENTCash,336,1.5,24,626,-0.11898502730870773,-3.1475785204708524,-0.21389938656417498,-0.07003403815274035,-74.48462709525104
OILCash,BRENTCash,336,1.5,72,411,-0.08979378594738648,-1.2006410486600587,-0.107216178537147,-0.08009268098263353,-36.90524602437584
OILCash,BRENTCash,336,2.0,6,678,-0.07558346149773938,-2.7220305755049794,-0.1344437557875471,-0.04634821598955674,-51.2455868954673
OILCash,BRENTCash,336,2.0,24,424,-0.08656208944487005,-1.8381320378112183,-0.20732181675447162,-0.025753999806701858,-36.7023259246249
OILCash,BRENTCash,336,2.0,72,278,-0.023367285246318422,-0.2181208122513791,-0.0012840336703039401,-0.03539038888214853,-6.496105298476521
OILCash,BRENTCash,336,2.5,6,359,-0.10449637867232903,-2.053627961014369,-0.2392840402598281,-0.03249442269610089,-37.51419994336612
OILCash,BRENTCash,336,2.5,24,234,-0.07781232020899664,-0.7438262753438336,-0.19253932734166732,-0.01933855528331286,-18.208082928905213
OILCash,BRENTCash,336,2.5,72,173,-0.06160077265571522,-0.43533807293894744,-0.3614466287737862,0.09358260901942676,-10.656933669438734
