n,win,pf,tot,a,b,e3,e4,wy,worst,dd,y10,n10,pf10,win10,worst10,dd10,wy10,hold,tp,stop,rsith,kind,lab,beat4,beat4dd,rank26,rank10
998,53.50701402805611,1.2645509843768616,319.9880954595668,35.45378175354426,284.5343137060226,99.93483302043218,176.4398433531202,18,-35.58897421940001,-72.8796907961139,276.3746763735524,473,1.559646927163245,57.505285412262154,-9.940600014099973,-27.880400006999984,9,3,3.0,,50.0,grid,H3 TP3.0 ST∞ RSI50 grid,False,False,16.0,52.0
989,53.083923154701715,1.2515248360469233,304.954171763529,32.58572473020646,272.3684470333226,97.41413302133219,168.39467667952022,18,-27.2585742194,-71.03635749581392,265.8088097008524,468,1.5353570173831141,57.05128205128205,-18.475599948899973,-35.93910000699996,9,3,3.0,,55.0,grid,H3 TP3.0 ST∞ RSI55 grid,False,False,30.0,77.0
989,53.083923154701715,1.2515248360469233,304.954171763529,32.58572473020646,272.3684470333226,97.41413302133219,168.39467667952022,18,-27.2585742194,-71.03635749581392,265.8088097008524,468,1.5353570173831141,57.05128205128205,-18.475599948899973,-35.93910000699996,9,3,3.0,,60.0,grid,H3 TP3.0 ST∞ RSI60 grid,False,False,30.0,77.0
989,53.083923154701715,1.2515248360469233,304.954171763529,32.58572473020646,272.3684470333226,97.41413302133219,168.39467667952022,18,-27.2585742194,-71.03635749581392,265.8088097008524,468,1.5353570173831141,57.05128205128205,-18.475599948899973,-35.93910000699996,9,3,3.0,,,grid,H3 TP3.0 ST∞ RSI∞ grid,False,False,30.0,77.0
1035,47.149758454106276,1.2233406521395354,279.3290507566263,-7.846419087379478,287.17546984400576,127.45178985822484,136.74277340802797,18,-30.4857568869078,-88.85427018422696,264.1945632662528,486,1.5197482909765958,52.2633744855967,0.6138233375819254,-24.5119599836,10,3,5.0,2.0,50.0,grid,H3 TP5.0 ST2.0 RSI50 grid,False,False,65.0,79.0
1020,45.98039215686274,1.1837744668324854,231.06452193217035,-24.585474643194402,255.64999657536475,124.61722322608387,114.34186677152793,15,-27.691756886907807,-93.69426242898383,238.95908999761176,477,1.465848971567233,50.943396226415096,-1.406026601542055,-29.364626635100013,9,3,5.0,2.0,55.0,grid,H3 TP5.0 ST2.0 RSI55 grid,False,False,120.0,141.0
1019,46.025515210991166,1.18687553008485,235.09052195667033,-23.4421413212944,258.53266327796473,125.66322322608386,117.34186677152793,15,-27.691756886907807,-89.37759580548385,243.0050899976118,476,1.4737513957210389,51.05042016806722,-0.3600266015420508,-29.364626635100013,9,3,5.0,2.0,60.0,grid,H3 TP5.0 ST2.0 RSI60 grid,False,False,110.5,128.5
1019,46.025515210991166,1.18687553008485,235.09052195667033,-23.4421413212944,258.53266327796473,125.66322322608386,117.34186677152793,15,-27.691756886907807,-89.37759580548385,243.0050899976118,476,1.4737513957210389,51.05042016806722,-0.3600266015420508,-29.364626635100013,9,3,5.0,2.0,,grid,H3 TP5.0 ST2.0 RSI∞ grid,False,False,110.5,128.5
987,50.75987841945289,1.2624823914214185,324.2590168786711,30.804860505702823,293.45415637296827,128.2568597488949,162.04978669643992,16,-36.52915742762205,-87.10010577257205,290.3066464453348,465,1.5823914082679054,55.91397849462365,-3.8906900141000604,-27.786573325600028,9,3,5.0,3.0,50.0,grid,H3 TP5.0 ST3.0 RSI50 grid,False,False,12.0,16.0
972,49.691358024691354,1.2198250759651805,273.07843481323414,2.788671607887876,270.2897632053463,115.5552265257729,155.16202675193995,17,-35.43915742762205,-83.16437238207202,270.7172532777128,456,1.5472256171172798,55.04385964912281,-13.061439948900055,-28.853239977100024,9,3,5.0,3.0,55.0,grid,H3 TP5.0 ST3.0 RSI55 grid,False,False,72.0,73.0
